lng,lat,times
119.97,30.85,1
119.97,30.26,2
119.97,29.2,1
119.97,29.59,2
119.97,30.59,3
119.97,30.12,3
119.97,29.75,5
119.97,29.18,3
119.97,29.39,4
119.97,30.84,4
119.98,30.72,1
119.98,30.45,2
119.98,29.82,6
119.98,30.04,3
119.98,29.95,7
119.98,29.15,1
119.98,29.33,1
119.98,30.73,1
119.98,30.27,1
119.98,29.33,1
119.98,30.19,1
119.98,30.08,3
119.98,30.33,3
119.98,29.41,1
119.98,29.78,5
119.98,30.55,1
119.98,30.32,3
119.99,29.72,5
119.99,31,1
119.99,29.23,1
119.99,30.94,2
119.99,30.06,3
119.99,29.54,2
119.99,30.54,1
119.99,30.67,4
119.99,29.6,8
119.99,30.05,1
119.99,30.9,1
119.99,30.29,3
119.99,30.14,1
119.99,30.2,3
119.99,29.33,1
119.99,30.16,4
119.99,30.46,1
119.99,29.21,1
120,29.3,4
120,30.2,15
120,30.36,4
120,30.27,15
120,29.06,1
120,30.83,4
120,29.27,2
120,29.03,4
120,29.96,4
120,30.5,1
120,30.36,3
120,29.25,1
120,29.78,2
120,29.4,4
120,29.15,2
120,30.2,14
120,29.9,3
120,30.03,15
120.01,30.6,1
120.01,30.41,2
120.01,30.88,4
120.01,30.6,1
120.01,29.83,2
120.01,29.22,3
120.01,30.5,2
120.01,29.36,4
120.01,30.16,14
120.01,30.36,4
120.01,30.29,12
120.01,29.17,1
120.01,30.63,2
120.01,30.19,11
120.01,29.13,3
120.02,29.32,3
120.02,30.4,3
120.02,29.22,4
120.02,29.01,3
120.02,30.44,2
120.02,30.45,1
120.02,30.88,2
120.02,30.82,3
120.02,29.05,1
120.02,29.7,1
120.02,30.53,4
120.02,30.11,9
120.02,30.56,1
120.02,29.47,2
120.02,30.96,2
120.03,29.98,1
120.03,29.5,1
120.03,30.56,2
120.03,30.6,2
120.03,29.65,1
120.03,30.25,9
120.03,30.34,2
120.03,30.57,4
120.03,29.37,4
120.03,30.13,13
120.03,29.68,3
120.03,29.63,1
120.03,30.54,3
120.03,29.38,2
120.03,30.76,2
120.03,29.53,1
120.03,29.17,2
120.03,29.31,4
120.04,29.68,4
120.04,30.97,3
120.04,29.97,1
120.04,30.57,2
120.04,30.51,4
120.04,30.17,14
120.04,30.61,4
120.04,30.04,15
120.04,30.1,13
120.04,30.9,1
120.04,31,2
120.04,29.61,4
120.04,30.22,14
120.04,30.09,12
120.04,30.47,3
120.05,29.33,3
120.05,29.79,1
120.05,30.52,2
120.05,29.83,3
120.05,30.8,2
120.05,29.73,3
120.05,29.32,3
120.05,29.52,1
120.05,30.25,13
120.05,30.28,13
120.05,29.83,2
120.05,29.59,4
120.05,29.1,4
120.05,29.69,2
120.05,29.97,4
120.05,29.76,1
120.05,30.3,13
120.05,29.59,1
120.06,29.7,3
120.06,30.26,13
120.06,29.38,2
120.06,29.32,2
120.06,29.67,4
120.06,29.33,4
120.06,30.14,12
120.06,29.95,3
120.06,30.4,4
120.06,30.61,2
120.06,29.23,4
120.06,30.94,3
120.06,30.52,2
120.06,30.39,2
120.06,30.83,2
120.06,30.78,1
120.06,30.45,3
120.06,30.56,2
120.06,30.2,14
120.06,29.6,3
120.06,29.63,3
120.07,29.85,1
120.07,30.48,1
120.07,30.46,4
120.07,30.83,3
120.07,29.27,1
120.07,30.34,1
120.07,30.9,2
120.07,29.39,3
120.07,30.49,1
120.07,29.37,3
120.07,30.44,4
120.07,30.19,11
120.07,29.61,1
120.07,29.17,4
120.07,29.52,1
120.07,30.5,2
120.07,29.64,3
120.07,29.76,1
120.07,30.98,3
120.07,30.07,11
120.07,29.44,1
120.07,30.83,4
120.07,29.69,1
120.08,30,13
120.08,30.42,1
120.08,29.5,4
120.08,29.38,4
120.08,30,14
120.08,29.64,4
120.08,29.22,2
120.08,30.01,13
120.08,30.42,4
120.08,30.93,1
120.08,30.86,2
120.08,29.11,4
120.08,29.93,3
120.08,30.29,11
120.08,30.79,2
120.08,29.48,3
120.08,30.12,12
120.08,30.07,12
120.08,30.45,4
120.08,30.6,1
120.08,30.45,3
120.09,29.94,1
120.09,30.27,10
120.09,30.87,1
120.09,29.62,3
120.09,29.06,2
120.09,29.65,2
120.09,29.01,4
120.09,29.15,1
120.09,30.72,4
120.09,29.27,4
120.09,29.54,4
120.09,29.59,2
120.09,30.32,1
120.09,30.4,1
120.09,29.16,3
120.1,29.5,4
120.1,30.02,12
120.1,30.22,15
120.1,29.83,3
120.1,30.26,14
120.1,29.35,4
120.1,30.21,10
120.1,30.87,2
120.1,30.94,4
120.1,29.66,4
120.11,30.33,1
120.11,30.57,4
120.11,30.1,9
120.11,29.21,4
120.11,29.49,2
120.11,30.55,2
120.11,30.81,1
120.11,30.5,2
120.11,30.86,3
120.11,30.87,1
120.11,29.09,3
120.11,30.92,4
120.11,30.98,2
120.11,30.88,1
120.11,29.09,1
120.11,30.38,1
120.11,29.37,3
120.12,30.56,4
120.12,29.32,4
120.12,30.75,4
120.12,30.01,9
120.12,30.75,1
120.12,30.04,14
120.12,29.61,4
120.12,29.98,3
120.12,30.59,4
120.12,29.09,1
120.12,30.43,4
120.12,30.89,4
120.13,30.24,13
120.13,30.42,1
120.13,30.01,14
120.13,29.08,3
120.13,29.02,2
120.13,29.37,2
120.13,29.63,4
120.13,30.27,14
120.13,30.45,2
120.13,29.37,1
120.13,29.95,1
120.13,29.3,4
120.14,29.17,4
120.14,29.27,2
120.14,29.78,3
120.14,30.42,1
120.14,29.55,4
120.14,30.96,3
120.14,30.56,3
120.14,30.87,3
120.15,29.88,2
120.15,29.81,2
120.15,29.01,1
120.15,29.05,2
120.15,30.23,14
120.15,30.18,11
120.15,30.09,11
120.15,29.95,2
120.15,30.93,1
120.15,30.55,3
120.15,29.81,3
120.15,29.04,3
120.15,30.17,10
120.15,30.37,2
120.15,30.68,4
120.15,30.3,9
120.15,30.18,13
120.15,29.11,4
120.15,29.1,3
120.15,29.41,1
120.15,30.79,4
120.15,29.51,4
120.15,30.12,13
120.15,30.92,1
120.15,29.3,1
120.15,29.3,2
120.15,29.78,2
120.15,30.29,10
120.15,29.73,4
120.16,30.27,15
120.16,30.32,3
120.16,29.15,4
120.16,30.28,14
120.16,30.48,2
120.16,29.42,4
120.16,29.53,3
120.16,30.74,4
120.16,30.79,4
120.16,29.04,3
120.16,30.77,2
120.16,29.77,2
120.16,30.28,14
120.17,29.99,4
120.17,30.5,1
120.17,30.08,10
120.17,29.75,4
120.17,29.09,3
120.17,30.66,1
120.17,30.9,1
120.17,30.05,13
120.17,30.48,1
120.17,30.75,1
120.17,30.36,2
120.17,30.56,2
120.17,29.67,1
120.17,29.44,3
120.18,29.93,3
120.18,29.94,1
120.18,29.64,3
120.18,29.04,1
120.18,29.01,1
120.18,30.33,4
120.19,29.55,3
120.19,30.88,4
120.19,29.79,2
120.19,30.4,4
120.19,30.32,4
120.19,30.07,10
120.19,29.94,4
120.19,29.41,1
120.19,29.54,4
120.19,29.86,1
120.19,30.08,15
120.19,29.03,2
120.19,30.53,1
120.19,30.19,13
120.19,30.72,3
120.19,30.13,9
120.19,29.3,1
120.19,29.13,1
120.19,29.23,2
120.19,30.82,3
120.19,29.22,2
120.19,29.69,3
120.19,30.55,4
120.19,29.22,3
120.19,29.49,2
120.19,30.45,4
120.2,29.89,1
120.2,29.48,2
120.2,30.72,3
120.2,30.04,11
120.2,30.97,1
120.2,29.75,1
120.2,29.15,4
120.2,30.14,12
120.2,30.4,1
120.2,29.47,4
120.2,29.95,3
120.2,29.73,3
120.2,29.46,4
120.2,29.22,1
120.2,30.54,1
120.21,29.83,2
120.21,29.61,3
120.21,29.99,2
120.21,29.99,3
120.21,29.14,2
120.21,30.05,1
120.21,30.25,1
120.21,29.02,2
120.21,30.99,3
120.21,29.29,4
120.21,30.16,4
120.21,29.64,4
120.22,29.76,1
120.22,29.27,3
120.22,29.33,4
120.22,29.65,3
120.22,30.28,1
120.22,29.48,3
120.22,30.6,2
120.22,30.93,3
120.22,30.56,3
120.22,29.83,2
120.22,30.15,2
120.22,30.27,2
120.22,30.84,4
120.22,30.98,2
120.23,30.7,2
120.23,29.69,2
120.23,29.08,3
120.23,30.6,2
120.23,30.87,4
120.23,29.11,4
120.23,30.55,4
120.23,29.25,1
120.23,29.31,1
120.23,29.06,2
120.23,30.86,4
120.24,29.92,3
120.24,29.41,4
120.24,30.52,3
120.24,29.66,4
120.24,30.37,3
120.24,30.83,1
120.24,29.95,1
120.24,30.15,2
120.24,30.81,4
120.24,29.42,3
120.24,30.58,2
120.24,29.28,3
120.24,29.7,4
120.25,30.85,2
120.25,30.43,2
120.25,30.13,3
120.25,29.53,1
120.25,29.48,3
120.25,29.49,1
120.25,29.15,1
120.25,29.32,3
120.26,30.41,2
120.26,30.45,2
120.26,30.17,4
120.26,29.14,3
120.26,29.63,1
120.26,30.18,1
120.26,30.52,3
120.26,30.58,1
120.26,29.28,1
120.26,29.7,3
120.26,29.27,1
120.26,29.89,1
120.26,29.28,3
120.26,30.52,1
120.26,29.08,1
120.26,29.02,1
120.26,29.77,2
120.26,29.03,4
120.27,29.48,3
120.27,30.41,4
120.27,29.81,4
120.27,30.41,3
120.27,29.18,1
120.27,29.22,4
120.27,29.1,1
120.27,30.81,3
120.27,29.43,1
120.27,29.73,1
120.27,30.58,4
120.27,29.45,3
120.28,29.78,2
120.28,29.78,3
120.28,30,2
120.28,30.15,3
120.28,29.59,3
120.28,30.41,2
120.28,30.88,4
120.28,30.31,4
120.28,30.44,3
120.28,30.76,2
120.28,29.55,3
120.28,30.34,1
120.28,30.02,2
120.28,29.63,4
120.29,29.26,2
120.29,29.61,2
120.29,29.51,2
120.29,29.49,4
120.29,29.45,3
120.29,29.98,2
120.29,30.99,1
120.29,29.62,4
120.29,29.2,4
120.29,29.57,3
120.29,30.17,3
120.3,30.34,3
120.3,30.47,2
120.3,30.65,4
120.3,29.67,1
120.3,29.94,3
120.3,29.13,4
120.3,29.09,2
120.3,29.07,2
120.3,29.36,3
120.3,29.07,2
120.3,29.46,4
120.3,29.71,2
120.3,29.98,3
120.3,29.32,4
120.3,30.5,2
120.3,29.98,4
120.3,30.4,3
120.3,29.34,4
120.3,29.96,3
120.31,30.84,1
120.31,29.95,4
120.31,29.92,2
120.31,29.19,4
120.31,29.67,3
120.31,29.73,1
120.31,29.85,1
120.31,30.62,1
120.31,29.73,1
120.31,29.42,3
120.31,30.14,3
120.31,30.78,4
120.31,29.37,1
120.31,30.98,4
120.31,29.64,3
120.31,30.21,2
120.31,29.58,2
120.32,29.84,4
120.32,30.29,2
120.32,29.58,2
120.32,30.03,2
120.32,29.1,4
120.32,29.73,4
120.32,29.05,1
120.32,29.45,2
120.32,29.83,2
120.32,30.67,4
120.32,30.42,1
120.32,30.57,4
120.32,30.15,2
120.32,30.47,3
120.32,30.67,3
120.32,29.57,3
120.32,30.59,4
120.33,29.2,4
120.33,30.25,1
120.33,29.67,2
120.33,29.08,4
120.33,29.26,3
120.33,29.75,3
120.33,30.07,1
120.33,30.86,3
120.33,30.39,3
120.33,29.85,2
120.33,30.92,3
120.33,29.77,4
120.33,30.92,4
120.33,30.28,4
120.33,30.28,1
120.33,29.49,3
120.33,29.79,4
120.33,29.17,3
120.33,30.44,1
120.33,30.6,3
120.33,30.86,1
120.33,30.3,2
120.33,29.43,2
120.34,29.01,3
120.34,29.67,2
120.34,29.48,1
120.34,29.2,1
120.34,30.13,1
120.34,29.93,3
120.34,30.87,3
120.34,30.37,4
120.34,30.86,3
120.34,29.19,2
120.34,29.89,2
120.34,30.73,4
120.35,29.78,2
120.35,30.84,2
120.35,30.06,1
120.35,29.25,1
120.35,29.36,3
120.35,29.13,4
120.35,30.65,1
120.35,29.62,3
120.35,30.04,4
120.35,30.89,3
120.35,30.74,1
120.35,29.91,1
120.35,29.01,1
120.36,29.46,1
120.36,29.9,2
120.36,30.75,1
120.36,30.92,4
120.36,30.05,2
120.36,30.04,4
120.36,30.69,1
120.36,30.23,2
120.36,29.3,2
120.36,30.73,4
120.36,30.74,2
120.36,30.77,1
120.36,29.54,3
120.36,30.46,2
120.36,29.49,1
120.36,29.69,3
120.36,29.77,3
120.36,29.07,2
120.36,30.98,1
120.36,30.67,4
120.36,29.67,1
120.36,30.17,2
120.36,30.94,1
120.36,29.42,3
120.36,30.4,2
120.36,30.41,2
120.37,29.91,2
120.37,30.87,4
120.37,30.03,1
120.37,29.19,3
120.37,29.23,2
120.37,30.68,3
120.37,30.73,3
120.37,29.83,2
120.37,29.24,3
120.37,30.29,4
120.37,29.13,1
120.37,29.64,4
120.37,30.99,4
120.37,29.43,1
120.37,29.75,4
120.37,30.91,1
120.37,30.89,1
120.37,30.53,2
120.37,30.31,3
120.37,30.88,4
120.38,29.8,1
120.38,29.07,1
120.38,29.56,3
120.38,30.91,1
120.38,30.78,2
120.38,29.86,2
120.38,30.54,3
120.38,29.95,4
120.38,29.73,4
120.38,30.53,2
120.38,30.58,2
120.38,29.89,1
120.38,29.53,4
120.38,30.7,2
120.38,29.62,1
120.38,29.11,1
120.38,30.7,2
120.38,29.55,3
120.38,30.01,1
120.38,30.62,2
120.39,30.06,1
120.39,30.88,3
120.39,30.69,3
120.39,30.81,2
120.39,29.75,2
120.39,29.15,1
120.39,30.98,1
120.39,29.22,1
120.39,29.9,1
120.39,29.85,3
120.39,30.58,3
120.39,30.84,2
120.39,29.1,4
120.39,30.71,1
120.39,29.68,1
120.39,29.34,2
120.39,29.2,2
120.39,29.18,4
120.39,29.53,4
120.39,29.47,4
120.4,30.76,2
120.4,30.06,4
120.4,29.85,4
120.4,30.44,4
120.4,29.53,1
120.4,30.68,1
120.4,29.68,4
120.4,30.89,2
120.4,29.09,4
120.4,31,2
120.4,30.52,1
120.4,30.15,2
120.4,30.08,1
120.4,30.93,3
120.4,29.27,1
120.4,30.32,4
120.4,30.04,2
120.4,29.95,1
120.4,30.02,4
120.41,29.38,1
120.41,30.14,4
120.41,29.74,4
120.41,29.72,2
120.41,30.31,1
120.41,29.21,2
120.41,30.86,3
120.41,30.1,1
120.41,29.23,1
120.41,29.93,3
120.41,30.79,2
120.41,30.41,1
120.41,30.05,3
120.41,30.87,1
120.41,29.88,3
120.41,30.38,1
120.41,29.29,1
120.41,30.52,3
120.42,30.74,4
120.42,30.93,2
120.42,29.55,3
120.42,29.23,3
120.42,30.54,2
120.42,30.68,2
120.42,30.2,1
120.42,29.32,4
120.42,29.56,2
120.42,30.87,3
120.42,30.64,3
120.43,30.19,4
120.43,30.19,1
120.43,30.32,3
120.43,29.74,2
120.43,30.76,4
120.43,29.24,2
120.43,30.72,4
120.43,30.36,1
120.43,29.2,2
120.43,29.33,1
120.43,30.92,1
120.43,29.33,3
120.43,30.2,4
120.43,29.89,3
120.43,30.72,3
120.43,29.32,3
120.43,30.64,3
120.43,29.45,1
120.43,29.73,1
120.43,30.47,3
120.43,29.81,4
120.43,29.48,1
120.43,29.36,3
120.44,29.93,2
120.44,29.82,4
120.44,29.28,4
120.44,30.8,3
120.44,30.06,3
120.44,30.82,1
120.44,30.89,3
120.44,30.47,4
120.44,30.55,3
120.44,29.51,1
120.44,29.98,1
120.44,29.1,3
120.44,29.09,2
120.44,30.84,1
120.44,30.2,3
120.44,30,2
120.44,30.09,3
120.45,29.77,1
120.45,29.77,1
120.45,29.37,1
120.45,29.08,1
120.45,29.49,4
120.45,30.94,1
120.45,30.26,4
120.45,30.8,2
120.45,30.55,1
120.45,30,3
120.45,29.31,2
120.45,29.38,1
120.45,29.11,2
120.45,29.11,2
120.45,30.46,1
120.45,30.98,3
120.45,30.73,1
120.45,30.43,2
120.46,30.8,4
120.46,30.61,1
120.46,29.38,2
120.46,30.37,1
120.46,29.07,2
120.46,29.07,2
120.46,30.77,3
120.46,29.29,4
120.46,29.94,3
120.46,29.27,3
120.46,29.79,3
120.46,29.13,4
120.46,30.91,1
120.46,30.98,2
120.46,30.02,2
120.46,30.75,4
120.46,29.49,1
120.46,30.14,2
120.46,29.7,2
120.47,29.32,1
120.47,29.21,4
120.47,30.7,3
120.47,29,1
120.47,30.57,3
120.47,30.33,2
120.47,29.77,2
120.47,29.32,1
120.47,29.38,2
120.47,29.6,2
120.47,30.98,1
120.47,30.1,4
120.47,30.74,2
120.47,30.63,2
120.48,30.47,3
120.48,30.95,4
120.48,30.84,2
120.48,30,1
120.48,30.56,2
120.48,30.15,1
120.48,30.89,2
120.48,30.3,4
120.49,30.49,3
120.49,29.83,1
120.49,29.78,3
120.49,30.64,3
120.49,29.83,4
120.49,29.97,1
120.49,29.74,1
120.49,29.02,4
120.49,30.15,1
120.49,29.26,3
120.49,30.65,4
120.5,30.71,2
120.5,29.1,4
120.5,29.92,2
120.5,29.85,1
120.5,30.88,3
120.5,29.48,1
120.5,30.99,2
120.5,30.78,3
120.5,30.11,3
120.5,30.1,2
120.5,30.24,4
120.5,29.91,1
120.5,29.45,4
120.5,29.85,3
120.5,29.19,2
120.5,29.79,3
120.5,29.84,4
120.5,30.72,4
120.5,30.02,4
120.5,30.08,1
